

Site ID,Name,Pretty Site Name,Number of Recordings,First Recording,Last Recording,Latitude,Longitude,Altitude,Timezone,Skip Site,Comment for Skip Site,Group,PMJ Male Song,PMJ Male Chorus,PMJ Female Chatter,PMJ Hatchling,PMJ Nestling,PMJ Fledgling,Distance to Colony,Approx Colony Size,Substrate,Site Description,Site Results,Pretty Site Name 2,Breeding Type,Complex Types,p1mcstart,p1mcend,p1incstart,p1hatch,p1fledgestart,p1fledgedisp,p1abandon,p1outcome,p2mcstart,p2mcend,p2incstart,p2hatch,p2fledgestart,p2fledgedisp,p2abandon,p2outcome,p3mcstart,p3mcend,p3incstart,p3hatch,p3fledgestart,p3fledgedisp,p3abandon,p3outcome,p4mcstart,p4mcend,p4incstart,p4hatch,p4fledgestart,p4fledgedisp,p4abandon,p4outcome
2908,2020 Creed Road,2020 Denverton Creek,5524,2/12/2020,7/11/2020,38.241,-121.888,12,America/Los_Angeles,,,Solano County,2020 Creed Road Male song 5,2020 CR MC01,2020 Creed Road PCP2E female song 07,2020 Creed Road Hatchling,2020 Creed Road Nestling,2020 Creed Road FC06,125m,1000,Himalayan blackberry,The colony nested in 0.36 ha of Himalayan blackberry in a ranch field and adjacent to Creed Road. Grasslands grazed by cattle surround the site.,"Male Song and Male Chorus detections were recorded intermittently, but Female Chatter and Begging Call detections were absent. The lack of sustained breeding-stage vocalizations indicates that colony establishment did not occur.",2020 Denverton Creek,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
57589,2020 Fort Ord,2020 Fort Ord,3621,4/8/2020,7/15/2020,36.59,-121.714,55,America/Los_Angeles,,,Monterey,2020 FO MStyp5,2020 FO MC01,2020 FO FS01,2020 FO Hatchling,2020 FO Nestling,2020 FO FC06,No Colony,No Colony,"Stinging nettle (Urtica spp.), Poison hemlock (Conium maculatum)",Patch of stinging nettle and hemlock. No open body of water.,"Male Chorus detections persisted beyond the onset of incubation, a pattern often associated with Asynchronous colonies. Additionally, Fledgling Begging Calls also persisted for an extended period, supporting the assignment of an Asynchronous colony. Recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful.",2020 Fort Ord,Asynchronous,,inf,4/23/2020,4/12/2020,4/24/2020,5/9/2020,5/28/2020,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
6199,2020 Hay Landfill,2020 Hay Landfill,5499,2/12/2020,7/10/2020,38.306,-121.825,6,America/Los_Angeles,,,Solano County,2020 Hay Landfill MStyp5,2020 HL MC01,2020 HL Female Song  01,2020 Hay Landfill Hatchling,2020 HL Nestling redo,2020 Hay Landfill FC06,0m,4000,"Bulrush, cattails","A mitigation pond adjacent to the Hay Road Landfill. The colony nested in a 7.0-ha, water-managed pond containing tule covering approximately 25% of the pond. The colony is surrounded by agricultural land and grassland on the eastern, western, and southern borders and a landfill on the northern border. A heavily traveled highway borders the eastern edge.","The ARU was placed well before the breeding season. The acoustic record showed four periods of Male Chorus, the timing of which suuggests two breeding attempts, each with their own Addition. This resulted in extended and overlapping intervals of recordings containing Nestling and Fledgling Begging Calls. Since the colony exhibited multiple colony forms it was assigned Complex. While brooding onset could not be determined for the Additins, it was possible to locate the Brooding Onset for the second round of breeding. Hatchling Begging Calls were not located and the date of brooding onset was estimated as two days prior to the presence of the first Nestling Begging Calls. Fledgling Begging Calls were detected throughout indicating  Successful repoduction.",2020 Hay Landfill,Complex,"Sequential, Additions",3/16/2020,4/15/2020,4/15/2020,4/27/2020,5/11/2020,Continuous,ND,Successful,5/12/2020,5/24/2020,5/27/2020,~6/6/2020,Continuous,inf,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
7650,2020 Iron Point,2020 Iron Point,4014,4/19/2020,8/5/2020,38.647,-121.104,172,America/Los_Angeles,,,Iron Point,2020 Iron Point MStyp5,2020 IP MC01,2020 Iron Point FS01,2020 Iron Point Hatchling,2020 Iron Point Nestling,2020 Iron Point FC06,15,No Colony,Himalayan blackberry,"A 0.2-ha patch of Himalayan blackberry in a small area designated as open space surrounded by roadways, commercial stores, parking lots, and a housing development.","Male Song detections and occasional Male Chorus detections were recorded; however, no detections of Female Chatter or Begging Calls were observed. These acoustic patterns indicate that a breeding attempt was not initiated at this site. Vocal detections remained sparse throughout the deployment.",2020 Iron Point,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
6404,2020 Markham Ravine,2020 Markham Ravine,1808,4/28/2020,6/24/2020,38.8897,-121.4653,19,America/Los_Angeles,,,Markham Ravine,2020 Markham Ravine MStyp5,2020 MR MC01,2020 Markham Ravine FS01,2020 Markham Ravine Hatchling,2020 Markham Ravine Nestling,2020 Markham Ravine FC06,10m,1000,"Himalayan blackberry, willow","Several patches of Himalayan blackberry, totaling approximately 0.6 ha, along Markham Ravine Creek. The site was surrounded by cultivated rice fields, open grassland, and a former irrigated hayfield that was converted to a wetland mitigation site during 2018.","Female Chatter detections were common during early nesting, while recordings containing Nestling and Fledgling Begging Calls were relatively few. An ARI score of 0.200 indicates Partial Abandonment beginning around 20 May. A rain event from 17–19 May was temporally coincident with the onset of Partial Abandonment and may have contributed to this outcome. The algorithm used to determine dispersal date selected a date in the middle of the weak stutter of Fledgling Begging Calls, the last of which was on 15 Jun.",2020 Markham Ravine,Simple,,inf,5/3/2020,5/7/2020,5/19/2020,~5/30/2020,~6/8/2020,5/18/2020P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18572,2020 Ohlone - Santa Lucia Preserve,2020 Santa Lucia Preserve - Ohlone Pond,4240,3/25/2020,7/18/2020,36.4692,-121.7937,318,America/Los_Angeles,,,Monterey,2020 Ohlone SLP MS02,2020 Ohlone MC01,2020 Ohlone Female Song  01,2020 Ohlone Hatchling,2020 Ohlone Nestling,2020 Ohlone FC06,3m,80,Bulrush (Schoenoplectus spp.),Stock-pond within a conservation easement. Pond sits below a residence with driveway running along it's western side (offset 120 ft).,"Male Song detections were present, but the number of simultaneously singing males was too low to produce the overlapping vocalizations characteristic of a sustained Male Chorus. Female Chatter detections persisted for an extended period prior to the first detections of Nestling Begging Calls. One explainiation for this could be a period of heavy rainfall occurred from 5–7 April during this interval which could have caused early breeding failure. In early May, a handful of Hatchling and Nestling Begging Call detections were followed by Fledgling Begging Call detections in the expected temporal order, but the extended duration of these detections indicates substantial Asynchronous nesting. Onset of Brooding was estimated by taking the earliest day with multiple Nestling Begging Calls detected and subtracting 2 days, the expected time for Hatchling Begging Calls to develop into Nestling Begging Calls. Because of low detections, the dates are estimates and are indicated with a ""~"".
The site had been labeled 2022 Ohlone - Santa Lucia Preserve, but was renamed to align with naming patterns of other sites.",2020 Santa Lucia Preserve - Ohlone Pond,Simple,,missed,missed,~4/20/2020,~5/1/2020,5/12/2020,6/15/2020,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2915,2020 Rush Ranch,2020 Rush Ranch,5497,2/12/2020,7/10/2020,38.208,-121.014,54,America/Los_Angeles,,,Solano County,2020 Rush Ranch MStyp5,2020 RR MC01,2020 Rush Ranch Female Song 01,2020 Rush Ranch Hatchling,2020 Rush Ranch Nestling,2020 Rush Ranch FC06,No Colony,No Colony,"Bulrush, cattails","A 0.9-ha, stream-fed pond containing cattails and bulrushes, together covering approximately 60% of the pond. Grassland grazed by cattle surrounds the site.",Pattern-matching analysis detected only scattered recordings containing Male Song and Male Chorus. Manual review confirmed the absence of Female Chatter and Begging Call detections. Acoustic evidence indicates that breeding was not initiated.,2020 Rush Ranch,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
24130,2021 Colusa NWR 27-1,2021 Colusa NWR T27-1&2,8731,4/21/2021,6/26/2021,39.1409,-122.0284,14,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2021 CNWR 27-1 MS,2021 CNWR 27-1 MC01,2021 CNWR 27-1 FS01,2021 CNWR 27-1 Hatchling,2021 CNWR 27-1 Nestling,2021 CNWR T27.1 FC06,Unknown,Unknown,"Bulrush, cattails","In 2015, this seasonal wetland, consisting of two areas, was put into the Giant Garter Snake program, and in 2016 the first Tricolored Blackbird colony was recorded. Each wetland consists of deeper canals and ponds surrounded by shallower wetlands. The site is managed for water and includes winter overwater prescribed fire, sheep grazing, and mowing/disking.","Pattern matching detected numerous recordings containing Male Song and Male Chorus, whereas detections of Female Chatter and Begging Calls were limited. The quality of the sonograms suggest that the birds were close to the recorder, and the infrequent detections suggest that there were only a small number of birds breeding at this location. Manual review confirmed the pattern matching results. A limited number of recordings containing Fledgling Begging Calls concentrated on 16 June indicate that young successfully left the nest and dispersed shortly thereafter. Due to the low number of detections the daily threshold was not met, and the reported dates are approximate. This is indicated with a ""~"" in Table 5. Though the birds bred close to the recorder it is uncertain if they bred in T27-1 or T27-2.",2021 Colusa NWR T27-1&2,Simple,,5/11/2021,5/24/2021,~5/21/2021,~6/2/2021,~6/13/2021,~6/17/2021,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
24221,2021 Colusa NWR 27-2,2021 Colusa NWR T27-2S,8621,4/21/2021,6/21/2021,39.137,-122.026,13,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2021 CNWR 27-2 MS,2021 CNWR 27-2 MC01,2021 CNWR 27-2 FS02,2021 CNWR 27-2 Hatchling,2021 CNWR 27-2 Nestling,2021 CNWR T27.2 FC06,10m,"10,000","Bulrush, cattails","In 2015, this seasonal wetland, consisting of two areas, was put into the Giant Garter Snake program, and in 2016 the first Tricolored Blackbird colony was recorded. Each wetland consists of deeper canals and ponds surrounded by shallower wetlands. The site is managed for water and includes winter overwater prescribed fire, sheep grazing, and mowing/disking.","The ARU failed shortly after the onset of brooding, preventing determination of colony type or final breeding outcome. Automated pattern matching did not detect Hatchling or Nestling Begging Calls; however, manual review identified a limited number of Nestling Begging Calls, confirming that onset of brooding had occurred. Using either the onset of Female Nest chatter +16 days or onset of earliest Nestling Begging Calls -2 days resulted in the same estimate of Brooding onset of ~6/13. Due to the lack of detections this only an approximations of the breeding dates and this is indicated with a ""~"". Because Nestling Begging Calls are typically detected within two days of the onset of brooding; the presence of Female Chatter detections without corresponding Nestling Begging Call detections suggests that the breeding attempt was Partially Abandoned at the time of ARU failure. Due to the equipment failure, it could not be determined whether abandonment was complete or whether any nestlings subsequently fledged. A period of prolonged extreme heat occurred immediately following brooding onset, including five consecutive days exceeding 95 °F and two days above 107 °F, and may have contributed to the outcome.",2021 Colusa NWR T27-2S,Unknown,,5/19/2021,5/30/2021,~6/1/2021,~6/13/2021,ND,ND,ND,Unknown,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21652,2021 Conaway East,2021 Conaway East,3297,5/20/2021,7/5/2021,38.6386,-121.707,9,America/Los_Angeles,Dupe,2021 Conaway South:,Central Sacramento Valley,2021 ConE MS05,2021 ConE MC01,2021 ConE FS01,2021 ConE Hatchling,2021 ConE Nestling,2021 ConE FC06,5m,10000,Cattails with bulrush,Easement pond on Conaway Ranch south of Willow Slough. Grains are available and were heavily utilized by foraging birds in 2021 on the west side of CR102 at a corral holding sheep and goats that is 2.0 miles SW of the pond.,This ARU is considered a duplicate dataset of 2021 Conaway South.,2021 Conaway East,Simple,,inf,5/28/2021,5/30/2021,~6/8/2021,6/20/2021,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
24652,2021 Conaway South,2021 Conaway South,3298,5/20/2021,7/5/2021,38.6376,-121.709,9,America/Los_Angeles,,,Central Sacramento Valley,2021 ConS MS05,2021 ConS MC01,2021 ConS FS01,2021 ConS Hatchling,2021 ConS Nestling,2021 ConS FC06,5m,10000,Cattails with bulrush,Easement pond on Conaway Ranch south of Willow Slough. Grains are available and were heavily utilized by foraging birds in 2021 on the west side of CR102 at a corral holding sheep and goats that is 2.0 miles SW of the pond.,"Three ARUs were deployed at Conaway Ranch, and analyses from each produced similar results; the datasets are therefore considered duplicates. This dataset is treated as the core dataset because it produced the greatest number of recordings containing vocalizations of interest. The ARU was placed during settlement. Breeding-stage vocalizations were clearly detected, including Hatchling Begging Calls followed by Fledgling Begging Calls. The sequence and timing of detections indicate a single synchronous breeding attempt, which successfully produced fledglings.",2021 Conaway South,Simple,,inf,5/28/2021,5/29/2021,6/9/2021,6/23/2021,7/1/2021,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21591,2021 Conaway West,2021 Conaway West,3387,5/12/2021,6/28/2021,38.639,-121.71,9,America/Los_Angeles,Dupe,2021 Conaway South:,Central Sacramento Valley,2021 Male Song ConW 2.1,2021 ConW MC01,2021 ConW FS01,2021 ConW Hatchling,2021 ConW Nestling,2021 ConW FC06,5m,10000,Cattails with bulrush,Easement pond on Conaway Ranch south of Willow Slough. Grains are available and were heavily utilized by foraging birds in 2021 on the west side of CR102 at a corral holding sheep and goats that is 2.0 miles SW of the pond.,This ARU is considered a duplicate dataset of 2021 Conaway South. Note that the manual analysis (daily review) was not completed evenly for this site which is causing the striped pattern in the graph.,2021 Conaway West,Simple,,inf,5/21/2021,5/21/2021,~5/31/2021,6/13/2021,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21681,2021 Creed Road,2021 Denverton Creek,6874,2/2/2021,5/12/2021,38.241,-121.888,12,America/Los_Angeles,,,Solano County,2021 Creed Road  MS,2021 Creed Rd MC01,2021 Creed Road FS01,2021 Creed Road Hatchling,2021 Creed Road Nestling,2021 Creed Rd FC06,125m,1000,Himalayan blackberry,Approximately 0.36 ha of Himalayan blackberry in the cattle field and adjacent to Creed Road. Grasslands grazed by cattle surround the site.,"The ARU was placed early in the breeding season. Male Song and Male Chorus detections were recorded, but Female Chatter and Begging Call detections were absent. Both automated pattern matching and manual analyses confirm that breeding was not initiated.",2021 Denverton Creek,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
